REPO_PATH: code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv
FILE_NAME: non_insulin_dm_meds_dmd.csv

CONTENT_START
dmd_code,term,drug_class_1,drug_class_2,drug_substance_1,drug_substance_2
37747911000001108,Jentadueto 2.5mg/1000mg tablets (CST Pharma Ltd),DPP4,MFN,Linagliptin,Metformin
37748011000001105,Jentadueto 2.5mg/1000mg tablets (CST Pharma Ltd) 60 tablet,DPP4,MFN,Linagliptin,Metformin
38143211000001107,Jentadueto 2.5mg/1000mg tablets (DE Pharmaceuticals),DPP4,MFN,Linagliptin,Metformin
38143311000001104,Jentadueto 2.5mg/1000mg tablets (DE Pharmaceuticals) 60 tablet,DPP4,MFN,Linagliptin,Metformin
37527011000001106,Jentadueto 2.5mg/1000mg tablets (Mawdsley-Brooks & Company Ltd),DPP4,MFN,Linagliptin,Metformin
37527111000001107,Jentadueto 2.5mg/1000mg tablets (Mawdsley-Brooks & Company Ltd) 56 tablet,DPP4,MFN,Linagliptin,Metformin
21208211000001100,Jentadueto 2.5mg/850mg tablets (Boehringer Ingelheim Ltd) (product),DPP4,MFN,Linagliptin,Metformin
21208311000001108,Jentadueto 2.5mg/850mg tablets (Boehringer Ingelheim Ltd) 56 tablet 8 x 7 tablets (product),DPP4,MFN,Linagliptin,Metformin
38142711000001108,Jentadueto 2.5mg/850mg tablets (DE Pharmaceuticals),DPP4,MFN,Linagliptin,Metformin
38142811000001100,Jentadueto 2.5mg/850mg tablets (DE Pharmaceuticals) 56 tablet,DPP4,MFN,Linagliptin,Metformin
37528111000001108,Jentadueto 2.5mg/850mg tablets (Mawdsley-Brooks & Company Ltd),DPP4,MFN,Linagliptin,Metformin
37528211000001102,Jentadueto 2.5mg/850mg tablets (Mawdsley-Brooks & Company Ltd) 56 tablet,DPP4,MFN,Linagliptin,Metformin
245761000001107,Jesacrin (product),MFN,NA,Metformin,NA
40564111000001100,Jesacrin 1000mg modified-release tablets (Key Pharmaceuticals Ltd),MFN,NA,Metformin,NA
40564211000001106,Jesacrin 1000mg modified-release tablets (Key Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
40564311000001103,Jesacrin 1000mg modified-release tablets (Key Pharmaceuticals Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
42385711000001105,Jesacrin 500mg modified-release tablets (Key Pharmaceuticals Ltd),MFN,NA,Metformin,NA
42385811000001102,Jesacrin 500mg modified-release tablets (Key Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
42385911000001107,Jesacrin 500mg modified-release tablets (Key Pharmaceuticals Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
40563811000001109,Jesacrin 750mg modified-release tablets (Key Pharmaceuticals Ltd),MFN,NA,Metformin,NA
40563911000001104,Jesacrin 750mg modified-release tablets (Key Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
40564011000001101,Jesacrin 750mg modified-release tablets (Key Pharmaceuticals Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
11838701000001108,KOMBOGLYZE 2.5mg/1000mg tablets,DPP4,MFN,Saxagliptin,Metformin
11838501000001102,KOMBOGLYZE 2.5mg/850mg tablets,DPP4,MFN,Saxagliptin,Metformin
11477701000001100,Komboglyze,DPP4,MFN,Saxagliptin,Metformin
21705611000001102,Komboglyze 2.5mg/1000mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd) (product),DPP4,MFN,Saxagliptin,Metformin
21705711000001106,Komboglyze 2.5mg/1000mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd) 56 tablet 7 x 8 tablets (product),DPP4,MFN,Saxagliptin,Metformin
38144011000001100,Komboglyze 2.5mg/1000mg tablets (DE Pharmaceuticals),DPP4,MFN,Saxagliptin,Metformin
38144111000001104,Komboglyze 2.5mg/1000mg tablets (DE Pharmaceuticals) 56 tablet,DPP4,MFN,Saxagliptin,Metformin
37528511000001104,Komboglyze 2.5mg/1000mg tablets (Mawdsley-Brooks & Company Ltd),DPP4,MFN,Saxagliptin,Metformin
37528711000001109,Komboglyze 2.5mg/1000mg tablets (Mawdsley-Brooks & Company Ltd) 56 tablet,DPP4,MFN,Saxagliptin,Metformin
21705311000001107,Komboglyze 2.5mg/850mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd) (product),DPP4,MFN,Saxagliptin,Metformin
21705411000001100,Komboglyze 2.5mg/850mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd) 56 tablet 7 x 8 tablets (product),DPP4,MFN,Saxagliptin,Metformin
11998901000001106,LAAGLYDA MR 60mg m/r tablets,SU,NA,Gliclazide,NA
11711101000001109,Laaglyda MR,SU,NA,Gliclazide,NA
22225011000001109,Laaglyda MR 60mg tablets (Krka UK Ltd),SU,NA,Gliclazide,NA
22225111000001105,Laaglyda MR 60mg tablets (Krka UK Ltd) 28 tablet 2 x 14 tablets,SU,NA,Gliclazide,NA
114751000001103,Lamzarin,SU,NA,Gliclazide,NA
38018211000001100,Lamzarin 30mg modified-release tablets (Key Pharmaceuticals Ltd),SU,NA,Gliclazide,NA
38018311000001108,Lamzarin 30mg modified-release tablets (Key Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets,SU,NA,Gliclazide,NA
38018411000001101,Lamzarin 30mg modified-release tablets (Key Pharmaceuticals Ltd) 56 tablet 4 x 14 tablets,SU,NA,Gliclazide,NA
38018511000001102,Lamzarin 60mg modified-release tablets (Key Pharmaceuticals Ltd),SU,NA,Gliclazide,NA
38018611000001103,Lamzarin 60mg modified-release tablets (Key Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets,SU,NA,Gliclazide,NA
2104801000001106,Libanil 2.5mg tablet,SU,NA,Glibenclamide,NA
1983601000001107,Libanil 5mg tablet,SU,NA,Glibenclamide,NA
11839401000001105,LYXUMIA 10mcg/0.2mL+20mcg/0.2mL soln inj prefilled pens 3mL,GLP1,NA,Lixisenatide,NA
11839001000001100,LYXUMIA 10micrograms/0.2mL soln for inj prefilled pen 3mL,GLP1,NA,Lixisenatide,NA
11839201000001106,LYXUMIA 20micrograms/0.2mL soln for inj prefilled pen 3mL,GLP1,NA,Lixisenatide,NA
11707901000001101,Lyxumia,GLP1,NA,Lixisenatide,NA
21953711000001106,Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pen and Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pen (Sanofi) (product),GLP1,NA,Lixisenatide,NA
21953811000001103,Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pen and Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pen (Sanofi) 2 pre-filled disposable injection 1 x (1 inj + 1 inj) (product),GLP1,NA,Lixisenatide,NA
21941511000001102,Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi),GLP1,NA,Lixisenatide,NA
21941611000001103,Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi) 1 pre-filled disposable injection,GLP1,NA,Lixisenatide,NA
21941011000001105,Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi),GLP1,NA,Lixisenatide,NA
21941311000001108,Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi) 1 pre-filled disposable injection,GLP1,NA,Lixisenatide,NA
21941111000001106,Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi) 2 pre-filled disposable injection,GLP1,NA,Lixisenatide,NA
2771701000001104,Malix,SU,NA,Glibenclamide,NA
453101000001108,Malix 2.5mg tablet,SU,NA,Glibenclamide,NA
523401000001107,Malix 5mg tablet,SU,NA,Glibenclamide,NA
13055601000001104,Meijumet,MFN,NA,Metformin,NA
34553311000001105,Meijumet 1000mg modified-release tablets (Medreich Plc) (product),MFN,NA,Metformin,NA
34553411000001103,Meijumet 1000mg modified-release tablets (Medreich Plc) 28 tablet 2 x 14 tablets (product),MFN,NA,Metformin,NA
34553511000001104,Meijumet 1000mg modified-release tablets (Medreich Plc) 56 tablet 4 x 14 tablets (product),MFN,NA,Metformin,NA
34552411000001107,Meijumet 500mg modified-release tablets (Medreich Plc) (product),MFN,NA,Metformin,NA
34552511000001106,Meijumet 500mg modified-release tablets (Medreich Plc) 28 tablet 2 x 14 tablets (product),MFN,NA,Metformin,NA
34552611000001105,Meijumet 500mg modified-release tablets (Medreich Plc) 56 tablet 4 x 14 tablets (product),MFN,NA,Metformin,NA
34552811000001109,Meijumet 750mg modified-release tablets (Medreich Plc) (product),MFN,NA,Metformin,NA
34552911000001104,Meijumet 750mg modified-release tablets (Medreich Plc) 28 tablet 2 x 14 tablets (product),MFN,NA,Metformin,NA
34553211000001102,Meijumet 750mg modified-release tablets (Medreich Plc) 56 tablet 4 x 14 tablets (product),MFN,NA,Metformin,NA
11126601000001108,METABET SR 1000mg m/r tablets,MFN,NA,Metformin,NA
11068101000001101,METABET SR 500mg m/r tablets,MFN,NA,Metformin,NA
10711001000001102,Metabet SR,MFN,NA,Metformin,NA
19301211000001107,Metabet SR 1000mg tablets (Actavis UK Ltd) (product),MFN,NA,Metformin,NA
19301311000001104,Metabet SR 1000mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product),MFN,NA,Metformin,NA
20943411000001106,Metabet SR 1000mg tablets (Actavis UK Ltd) 56 tablet 4 x 14 tablets (product),MFN,NA,Metformin,NA
18885611000001108,Metabet SR 1000mg tablets (Morningside Healthcare Ltd) (product),MFN,NA,Metformin,NA
18885711000001104,Metabet SR 1000mg tablets (Morningside Healthcare Ltd) 28 tablet 2 x 14 tablets (product),MFN,NA,Metformin,NA
18885811000001107,Metabet SR 1000mg tablets (Morningside Healthcare Ltd) 56 tablet 4 x 14 tablets (product),MFN,NA,Metformin,NA
21409811000001105,Metabet SR 500mg tablets (Actavis UK Ltd) (product),MFN,NA,Metformin,NA
21410011000001105,Metabet SR 500mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product),MFN,NA,Metformin,NA
21410411000001101,Metabet SR 500mg tablets (Actavis UK Ltd) 56 tablet 4 x 14 tablets (product),MFN,NA,Metformin,NA
18141911000001101,Metabet SR 500mg tablets (Morningside Healthcare Ltd) (product),MFN,NA,Metformin,NA
18142011000001108,Metabet SR 500mg tablets (Morningside Healthcare Ltd) 28 tablet 2 x 14 tablets (product),MFN,NA,Metformin,NA
18142111000001109,Metabet SR 500mg tablets (Morningside Healthcare Ltd) 56 tablet 4 x 14 tablets (product),MFN,NA,Metformin,NA
8847001000001100,METSOL 500mg/5mL oral solution,MFN,NA,Metformin,NA
9514901000001103,Metsol (product),MFN,NA,Metformin,NA
13090711000001107,Metsol 500mg/5ml oral solution (Kappin Ltd) 150 ml (product),MFN,NA,Metformin,NA
10741611000001100,Metsol 500mg/5ml oral solution (Orbis Consumer Products Ltd) (product),MFN,NA,Metformin,NA
10741711000001109,Metsol 500mg/5ml oral solution (Orbis Consumer Products Ltd) 100 ml (product),MFN,NA,Metformin,NA
13274801000001109,Metuxtan SR,MFN,NA,Metformin,NA
35849011000001104,Metuxtan SR 500mg tablets (Accord-UK Ltd),MFN,NA,Metformin,NA
35849111000001103,Metuxtan SR 500mg tablets (Accord-UK Ltd) 28 tablet,MFN,NA,Metformin,NA
35849211000001109,Metuxtan SR 500mg tablets (Accord-UK Ltd) 56 tablet,MFN,NA,Metformin,NA
2671001000001108,Minodiab,SU,NA,Glipizide,NA
9515301000001100,Minodiab (product),SU,NA,Glipizide,NA
245901000001105,Minodiab 2.5mg tablet,SU,NA,Glipizide,NA
808711000001104,Minodiab 2.5mg tablets (Pfizer Ltd) (product),SU,NA,Glipizide,NA
2054211000001106,Minodiab 2.5mg tablets (Pfizer Ltd) 28 tablet 2 x 14 tablets (product),SU,NA,Glipizide,NA
316501000001106,Minodiab 5mg tablet,SU,NA,Glipizide,NA
5481211000001105,Minodiab 5mg tablets (PI) (Waymade Ltd) (product),SU,NA,Glipizide,NA
5481511000001108,Minodiab 5mg tablets (PI) (Waymade Ltd) 100 tablet (product),SU,NA,Glipizide,NA
652411000001107,Minodiab 5mg tablets (Pfizer Ltd) (product),SU,NA,Glipizide,NA
2052711000001109,Minodiab 5mg tablets (Pfizer Ltd) 28 tablet 2 x 14 tablets (product),SU,NA,Glipizide,NA
14711111000001101,Minodiab 5mg tablets (Sigma Pharmaceuticals Plc) (product),SU,NA,Glipizide,NA
14711211000001107,Minodiab 5mg tablets (Sigma Pharmaceuticals Plc) 100 tablet (product),SU,NA,Glipizide,NA
634991000001102,Mounjaro,GIPGLP1,NA,Tirzepatide,NA
1198291000001109,Mounjaro (qualifier value),GIPGLP1,NA,Tirzepatide,NA
41126111000001104,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd),GIPGLP1,NA,Tirzepatide,NA
41126211000001105,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd) 4 pre-filled disposable injection,GIPGLP1,NA,Tirzepatide,NA
41126511000001108,Mounjaro 5mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd),GIPGLP1,NA,Tirzepatide,NA
41126611000001107,Mounjaro 5mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd) 4 pre-filled disposable injection,GIPGLP1,NA,Tirzepatide,NA
1198281000001107,Mounjaro KwikPen,GIPGLP1,NA,Tirzepatide,NA
42602411000001104,Mounjaro KwikPen 10mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd),GIPGLP1,NA,Tirzepatide,NA
42602511000001100,Mounjaro KwikPen 10mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd) 1 pre-filled disposable injection,GIPGLP1,NA,Tirzepatide,NA
42602111000001109,Mounjaro KwikPen 12.5mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd),GIPGLP1,NA,Tirzepatide,NA
42602211000001103,Mounjaro KwikPen 12.5mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd) 1 pre-filled disposable injection,GIPGLP1,NA,Tirzepatide,NA
42598711000001100,Mounjaro KwikPen 15mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd),GIPGLP1,NA,Tirzepatide,NA
42599211000001102,Mounjaro KwikPen 15mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd) 1 pre-filled disposable injection,GIPGLP1,NA,Tirzepatide,NA
42603011000001104,Mounjaro KwikPen 2.5mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd),GIPGLP1,NA,Tirzepatide,NA
42603111000001103,Mounjaro KwikPen 2.5mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd) 1 pre-filled disposable injection,GIPGLP1,NA,Tirzepatide,NA
42602711000001105,Mounjaro KwikPen 5mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd),GIPGLP1,NA,Tirzepatide,NA
42602811000001102,Mounjaro KwikPen 5mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd) 1 pre-filled disposable injection,GIPGLP1,NA,Tirzepatide,NA
42598411000001106,Mounjaro KwikPen 7.5mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd),GIPGLP1,NA,Tirzepatide,NA
42598511000001105,Mounjaro KwikPen 7.5mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd) 1 pre-filled disposable injection,GIPGLP1,NA,Tirzepatide,NA
9755301000001105,NAZDOL MR 30mg m/r tablets,SU,NA,Gliclazide,NA
9907101000001102,Nazdol MR,SU,NA,Gliclazide,NA
13456711000001106,Nazdol MR 30mg tablets (Krka UK Ltd),SU,NA,Gliclazide,NA
13456811000001103,Nazdol MR 30mg tablets (Krka UK Ltd) 28 tablet 2 x 14 tablets,SU,NA,Gliclazide,NA
13456911000001108,Nazdol MR 30mg tablets (Krka UK Ltd) 56 tablet 4 x 14 tablets,SU,NA,Gliclazide,NA
15100211000001101,Nazdol MR 30mg tablets (Teva UK Ltd) (product),SU,NA,Gliclazide,NA
15100311000001109,Nazdol MR 30mg tablets (Teva UK Ltd) 28 tablet 2 x 14 tablets (product),SU,NA,Gliclazide,NA
15100411000001102,Nazdol MR 30mg tablets (Teva UK Ltd) 56 tablet 4 x 14 tablets (product),SU,NA,Gliclazide,NA
15100511000001103,Nazdol MR 30mg tablets (Viatris UK Healthcare Ltd),SU,NA,Gliclazide,NA
15100611000001104,Nazdol MR 30mg tablets (Viatris UK Healthcare Ltd) 28 tablet 2 x 14 tablets,SU,NA,Gliclazide,NA
15100711000001108,Nazdol MR 30mg tablets (Viatris UK Healthcare Ltd) 56 tablet 4 x 14 tablets,SU,NA,Gliclazide,NA
9915301000001106,NIDDARYL 1mg tablets (product),SU,NA,Glimepiride,NA
9915401000001103,NIDDARYL 2mg tablets (product),SU,NA,Glimepiride,NA
9915501000001104,NIDDARYL 3mg tablets (product),SU,NA,Glimepiride,NA
9915601000001100,NIDDARYL 4mg tablets (product),SU,NA,Glimepiride,NA
9641101000001101,Niddaryl (product),SU,NA,Glimepiride,NA
13626011000001107,Niddaryl 1mg tablets (Dee Pharmaceuticals Ltd) (product),SU,NA,Glimepiride,NA
13626211000001102,Niddaryl 1mg tablets (Dee Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets (product),SU,NA,Glimepiride,NA
13626511000001104,Niddaryl 2mg tablets (Dee Pharmaceuticals Ltd) (product),SU,NA,Glimepiride,NA
13626611000001100,Niddaryl 2mg tablets (Dee Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets (product),SU,NA,Glimepiride,NA
13626911000001106,Niddaryl 3mg tablets (Dee Pharmaceuticals Ltd) (product),SU,NA,Glimepiride,NA
13627111000001106,Niddaryl 3mg tablets (Dee Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets (product),SU,NA,Glimepiride,NA
13627211000001100,Niddaryl 4mg tablets (Dee Pharmaceuticals Ltd) (product),SU,NA,Glimepiride,NA
13627311000001108,Niddaryl 4mg tablets (Dee Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets (product),SU,NA,Glimepiride,NA
3445501000001105,NovoNorm,Glinide,NA,Repaglinide,NA
9585801000001108,NovoNorm (product),Glinide,NA,Repaglinide,NA
3445201000001107,NovoNorm 0.5mg tablet,Glinide,NA,Repaglinide,NA
3445301000001103,NovoNorm 1mg tablet,Glinide,NA,Repaglinide,NA
494111000001103,NovoNorm 1mg tablets (Novo Nordisk Pharmaceuticals Ltd) (product),Glinide,NA,Repaglinide,NA
2092611000001109,NovoNorm 1mg tablets (Novo Nordisk Pharmaceuticals Ltd) 30 tablet 2 x 15 tablets (product),Glinide,NA,Repaglinide,NA
2092711000001100,NovoNorm 1mg tablets (Novo Nordisk Pharmaceuticals Ltd) 90 tablet 6 x 15 tablets (product),Glinide,NA,Repaglinide,NA
10486811000001109,NovoNorm 1mg tablets (PI) (Dowelhurst Ltd) (product),Glinide,NA,Repaglinide,NA
10487011000001100,NovoNorm 1mg tablets (PI) (Dowelhurst Ltd) 90 tablet (product),Glinide,NA,Repaglinide,NA
5396011000001100,NovoNorm 1mg tablets (PI) (Waymade Ltd) (product),Glinide,NA,Repaglinide,NA
5396111000001104,NovoNorm 1mg tablets (PI) (Waymade Ltd) 90 tablet 6 x 15 tablets (product),Glinide,NA,Repaglinide,NA
3445401000001106,NovoNorm 2mg tablet,Glinide,NA,Repaglinide,NA
840811000001100,NovoNorm 2mg tablets (Novo Nordisk Pharmaceuticals Ltd) (product),Glinide,NA,Repaglinide,NA
2093011000001106,NovoNorm 2mg tablets (Novo Nordisk Pharmaceuticals Ltd) 90 tablet 6 x 15 tablets (product),Glinide,NA,Repaglinide,NA
10487311000001102,NovoNorm 2mg tablets (PI) (Dowelhurst Ltd) (product),Glinide,NA,Repaglinide,NA
10487511000001108,NovoNorm 2mg tablets (PI) (Dowelhurst Ltd) 90 tablet (product),Glinide,NA,Repaglinide,NA
5396211000001105,NovoNorm 2mg tablets (PI) (Waymade Ltd) (product),Glinide,NA,Repaglinide,NA
5396311000001102,NovoNorm 2mg tablets (PI) (Waymade Ltd) 90 tablet 6 x 15 tablets (product),Glinide,NA,Repaglinide,NA
152311000001101,NovoNorm 500microgram tablets (Novo Nordisk Pharmaceuticals Ltd) (product),Glinide,NA,Repaglinide,NA
2091911000001109,NovoNorm 500microgram tablets (Novo Nordisk Pharmaceuticals Ltd) 30 tablet 2 x 15 tablets (product),Glinide,NA,Repaglinide,NA
2092111000001101,NovoNorm 500microgram tablets (Novo Nordisk Pharmaceuticals Ltd) 90 tablet 6 x 15 tablets (product),Glinide,NA,Repaglinide,NA
10486511000001106,NovoNorm 500microgram tablets (PI) (Dowelhurst Ltd) (product),Glinide,NA,Repaglinide,NA
10486611000001105,NovoNorm 500microgram tablets (PI) (Dowelhurst Ltd) 90 tablet (product),Glinide,NA,Repaglinide,NA
5395711000001106,NovoNorm 500microgram tablets (PI) (Waymade Ltd) (product),Glinide,NA,Repaglinide,NA
5395911000001108,NovoNorm 500microgram tablets (PI) (Waymade Ltd) 90 tablet 6 x 15 tablets (product),Glinide,NA,Repaglinide,NA
9462001000001103,Novonorm (product),Glinide,NA,Repaglinide,NA
11023901000001100,ONGLYZA 2.5mg tablets,DPP4,NA,Saxagliptin,NA
10381001000001104,ONGLYZA 5mg tablets,DPP4,NA,Saxagliptin,NA
10367401000001103,Onglyza,DPP4,NA,Saxagliptin,NA
18596311000001108,Onglyza 2.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd) (product),DPP4,NA,Saxagliptin,NA
18596411000001101,Onglyza 2.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product),DPP4,NA,Saxagliptin,NA
37527211000001101,Onglyza 2.5mg tablets (CST Pharma Ltd),DPP4,NA,Saxagliptin,NA
37527311000001109,Onglyza 2.5mg tablets (CST Pharma Ltd) 28 tablet,DPP4,NA,Saxagliptin,NA
38157811000001104,Onglyza 2.5mg tablets (DE Pharmaceuticals),DPP4,NA,Saxagliptin,NA
38157911000001109,Onglyza 2.5mg tablets (DE Pharmaceuticals) 28 tablet,DPP4,NA,Saxagliptin,NA
37550311000001107,Onglyza 2.5mg tablets (Mawdsley-Brooks & Company Ltd),DPP4,NA,Saxagliptin,NA
37550511000001101,Onglyza 2.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet,DPP4,NA,Saxagliptin,NA
37992711000001109,Onglyza 2.5mg tablets (Pharmaram Ltd),DPP4,NA,Saxagliptin,NA
37992811000001101,Onglyza 2.5mg tablets (Pharmaram Ltd) 28 tablet,DPP4,NA,Saxagliptin,NA
29737811000001107,Onglyza 2.5mg tablets (Waymade Healthcare Plc) (product),DPP4,NA,Saxagliptin,NA
29737911000001102,Onglyza 2.5mg tablets (Waymade Healthcare Plc) 28 tablet (product),DPP4,NA,Saxagliptin,NA
15993011000001101,Onglyza 5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd) (product),DPP4,NA,Saxagliptin,NA
15993111000001100,Onglyza 5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product),DPP4,NA,Saxagliptin,NA
37527411000001102,Onglyza 5mg tablets (CST Pharma Ltd),DPP4,NA,Saxagliptin,NA
37527511000001103,Onglyza 5mg tablets (CST Pharma Ltd) 28 tablet,DPP4,NA,Saxagliptin,NA
38158011000001106,Onglyza 5mg tablets (DE Pharmaceuticals),DPP4,NA,Saxagliptin,NA
38158111000001107,Onglyza 5mg tablets (DE Pharmaceuticals) 28 tablet,DPP4,NA,Saxagliptin,NA
40526611000001107,Onglyza 5mg tablets (DE Pharmaceuticals) 30 tablet,DPP4,NA,Saxagliptin,NA
18631911000001103,Onglyza 5mg tablets (Mawdsley-Brooks & Company Ltd) (product),DPP4,NA,Saxagliptin,NA
18632011000001105,Onglyza 5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product),DPP4,NA,Saxagliptin,NA
37992911000001106,Onglyza 5mg tablets (Pharmaram Ltd),DPP4,NA,Saxagliptin,NA
37993011000001103,Onglyza 5mg tablets (Pharmaram Ltd) 28 tablet,DPP4,NA,Saxagliptin,NA
42838711000001108,Onglyza 5mg tablets (Pharmaram Ltd) 30 tablet,DPP4,NA,Saxagliptin,NA
37696411000001103,Onglyza 5mg tablets (Pilsco Ltd),DPP4,NA,Saxagliptin,NA
37696511000001104,Onglyza 5mg tablets (Pilsco Ltd) 28 tablet,DPP4,NA,Saxagliptin,NA
17900111000001109,Onglyza 5mg tablets (Sigma Pharmaceuticals Plc) (product),DPP4,NA,Saxagliptin,NA
17900211000001103,Onglyza 5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product),DPP4,NA,Saxagliptin,NA
20925511000001107,Onglyza 5mg tablets (Waymade Healthcare Plc) (product),DPP4,NA,Saxagliptin,NA
20925611000001106,Onglyza 5mg tablets (Waymade Healthcare Plc) 28 tablet (product),DPP4,NA,Saxagliptin,NA
2684201000001105,Orabet,SU,NA,Tolbutamide,NA
600901000001109,Orabet 500mg tablet,SU,NA,Tolbutamide,NA
671401000001102,Orabet 850mg tablet,SU,NA,Tolbutamide,NA
13280301000001103,Ozempic,GLP1,NA,Low-dose semaglutide,NA
38074611000001103,Ozempic 0.25mg/0.19ml solution for injection 1.5ml pre-filled pen (Pharmaram Ltd),GLP1,NA,Low-dose semaglutide,NA
38074711000001107,Ozempic 0.25mg/0.19ml solution for injection 1.5ml pre-filled pen (Pharmaram Ltd) 1 pre-filled disposable injection,GLP1,NA,Low-dose semaglutide,NA
42772111000001109,Ozempic 0.25mg/0.19ml solution for injection 1.5ml pre-filled pens (Abacus Medicine Ltd) (product),GLP1,NA,Low-dose semaglutide,NA
42772211000001103,Ozempic 0.25mg/0.19ml solution for injection 1.5ml pre-filled pens (Abacus Medicine Ltd) 1 pre-filled disposable injection (product),GLP1,NA,Low-dose semaglutide,NA
36470811000001107,Ozempic 0.25mg/0.19ml solution for injection 1.5ml pre-filled pens (Novo Nordisk Ltd),GLP1,NA,Low-dose semaglutide,NA
36470911000001102,Ozempic 0.25mg/0.19ml solution for injection 1.5ml pre-filled pens (Novo Nordisk Ltd) 1 pre-filled disposable injection,GLP1,NA,Low-dose semaglutide,NA
36471111000001106,Ozempic 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens (Novo Nordisk Ltd),GLP1,NA,Low-dose semaglutide,NA
36471211000001100,Ozempic 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens (Novo Nordisk Ltd) 1 pre-filled disposable injection,GLP1,NA,Low-dose semaglutide,NA
38719911000001103,Ozempic 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens (Pharmaram Ltd),GLP1,NA,Low-dose semaglutide,NA
38720011000001101,Ozempic 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens (Pharmaram Ltd) 1 pre-filled disposable injection,GLP1,NA,Low-dose semaglutide,NA
36471411000001101,Ozempic 1mg/0.74ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd),GLP1,NA,Low-dose semaglutide,NA
36471511000001102,Ozempic 1mg/0.74ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) 1 pre-filled disposable injection,GLP1,NA,Low-dose semaglutide,NA
