REPO_PATH: code_lists/conditions/diabetes/all_diabetes_snomed.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/conditions/diabetes/all_diabetes_snomed.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/conditions/diabetes/all_diabetes_snomed.csv
FILE_NAME: all_diabetes_snomed.csv

CONTENT_START
conceptId,term,category,qof
307211000000106,Did not attend expert patient education versus routine treatment diabetes structured education programme ,unspecified,0
307221000000100,Did not attend expert patient education versus routine treatment diabetes structured education programme ,unspecified,0
308105005,O/E - Right diabetic foot at risk,unspecified,0
308106006,O/E - Left diabetic foot at risk,unspecified,0
308253000,Admission to diabetic department,unspecified,0
308421000000103,Diabetes structured education programme,unspecified,0
308458007,Referral to diabetic liaison nurse,unspecified,0
308505000,Diabetes monitoring call,unspecified,0
308506004,Diabetes monitoring status,unspecified,0
309417009,Diabetes dietitian,unspecified,0
309426007,Diabetic glomerulopathy,unspecified,0
309593006,Education score - diabetes,unspecified,0
309595004,Retinal abnormality - diabetes-related,unspecified,0
309597007,Foot abnormality - diabetes-related,unspecified,0
309635005,H/O: Admission in last year for diabetes foot problem,unspecified,0
309924002,Diabetic department,unspecified,0
310309003,HbA1 - diabetic control interpretation,unspecified,0
310387003,Diabetic intracapillary glomerulosclerosis,unspecified,0
310425007,Diabetes monitoring invitation,unspecified,0
310505005,Diabetic hyperosmolar non-ketotic state,unspecified,0
311782002,Advanced diabetic retinal disease,unspecified,0
31211000119101,Peripheral vascular disease due to type I diabetes,type 1,0
312856000,Referral to diabetes nurse,unspecified,0
312888008,Attending diabetes clinic,unspecified,0
312903003,Mild non proliferative diabetic retinopathy,unspecified,0
312904009,Moderate non proliferative diabetic retinopathy,unspecified,0
312905005,Severe non proliferative diabetic retinopathy,unspecified,0
312906006,Proliferative diabetic retinopathy - non high risk,unspecified,0
312907002,Proliferative diabetic retinopathy - high risk,unspecified,0
312908007,Proliferative diabetic retinopathy - quiescent,unspecified,0
312909004,Proliferative diabetic retinopathy - iris neovascularisation,unspecified,0
312910009,Diabetic vitreous hemorrhage,unspecified,0
312912001,Diabetic macular edema,unspecified,0
31321000119102,Diabetes mellitus type 1 without retinopathy (disorder),type 1,0
313340009,Seen in diabetic eye clinic,unspecified,0
313435000,Type I diabetes mellitus without complication,type 1,1
313436004,Non-insulin-dependent diabetes mellitus without complication,type 2,1
314010006,Diffuse diabetic maculopathy,unspecified,0
314011005,Focal diabetic maculopathy,unspecified,0
314014002,Ischaemic diabetic maculopathy,unspecified,0
314015001,Mixed diabetic maculopathy,unspecified,0
31411005,Background diabetic retinopathy,unspecified,0
314194001,Diabetic on insulin and oral treatment,unspecified,0
314368001,Type I diabetes mellitus with mononeuropathy,type 1,0
314369009,Type 1 diabetes mellitus with polyneuropathy,type 1,0
314370005,Type II diabetes mellitus with mononeuropathy,type 2,0
314371009,Type II diabetes mellitus with polyneuropathy,type 2,0
314377008,Type I diabetes mellitus with nephropathy,type 1,0
314378003,Type 2 diabetes mellitus with nephropathy,type 2,0
314537004,Diabetic optic papillopathy,unspecified,0
314771006,Type 1 diabetes mellitus with hypoglycaemic coma,type 1,1
314772004,Type 2 diabetes mellitus with hypoglycaemic coma,type 2,0
314887002,Insulin dependent diabetes mellitus with diabetic cataract,type 1,0
314888007,Type II diabetes mellitus with diabetic cataract,type 2,0
314892000,Type I diabetes mellitus with peripheral angiopathy,type 1,0
314893005,Type 1 diabetes mellitus with arthropathy,type 1,1
314894004,Type I diabetes mellitus with neuropathic arthropathy,type 1,0
314902007,Type II diabetes mellitus with peripheral angiopathy,type 2,1
314903002,Non-insulin dependent diabetes mellitus with arthropathy,type 1,1
314904008,Type II diabetes mellitus with neuropathic arthropathy,type 2,1
315051004,Diabetes resolved,unspecified,0
315207000,Diabetic lipid lowering diet,unspecified,0
315208005,Diabetic weight reducing diet,unspecified,0
315287002,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction,unspecified,0
320958007,Diabetic codeine linctus BP,unspecified,0
325289000,Diabetic ketoacidosis [no drugs here],unspecified,0
325310006,Diabetic neuropathy treatment [no drugs here],unspecified,0
326036003,Other drugs used in diabetes,unspecified,0
328391000119108,Pancytopenia caused by antidiabetic drug (disorder),unspecified,0
32901000000105,Diabetes administration: [monitoring] or [clinic],unspecified,0
32911000000107,Diabetes monitoring admin.NOS,unspecified,0
33248009,Diabetes with non-ketotic non-hyperosmolar coma,unspecified,0
3341000000108,Diabetes monitoring admin.,unspecified,0
334711000000100,Referral to diabetes special interest general practitioner (procedure),unspecified,0
334721000000106,Referral to diabetes special interest general practitioner ,unspecified,0
334731000000108,Referral to diabetes special interest general practitioner ,unspecified,0
335631000000104,Latent autoimmune diabetes mellitus in adult (disorder),unspecified,0
335951000000100,Advised to contact diabetic liaison nurse,unspecified,0
338031000000100,Latent autoimmune diabetes mellitus in adult,unspecified,0
34140002,Diabetic gastroparesis,unspecified,0
34170007,Adult diabetes diet,unspecified,0
343441000000105,Care of diabetic patient (regime/therapy),unspecified,0
344061000000104,Referral to children's diabetes nurse specialist (procedure),unspecified,0
34791000000107,Diabetes: shared care in pregnancy - diabetologist and obstetrician,unspecified,0
34801000000106,Diabetes: shared care in pregnancy - diabetologist and obstetrician,unspecified,0
35777006,Diabetic mononeuropathy multiplex,unspecified,0
359611005,Diabetic neuropathy with neurologic complication,unspecified,0
359638003,NIDDM in nonobese,type 2,0
359642000,Diabetes mellitus type 2 in nonobese,type 2,0
360254001,Antidiabetic agent,unspecified,0
361216007,Diabetic femoral mononeuropathy,unspecified,0
365845005,Hemoglobin A1C - diabetic control finding,unspecified,0
365846006,HbA1 - diabetic control finding,unspecified,0
366909003,Insulin treated Type 2 diabetes mellitus,type 2,0
367011000000100,Diabetic foot screen (regime/therapy),unspecified,0
367021000000106,Diabetic foot screen ,unspecified,0
367031000000108,Diabetic foot screen ,unspecified,0
367040002,Diabetes care by hospital only,unspecified,0
367051002,Diabetic retinopathy screening,unspecified,0
367211000119103,Dermatitis due to type 1 diabetes mellitus,type 1,0
367269003,Diabetes care by hospital only,unspecified,0
367280003,Diabetic retinopathy screening,unspecified,0
367991000119101,Hyperglycemia due to type 1 diabetes mellitus,type 1,0
368051000119109,Hyperglycemia due to type 2 diabetes mellitus (disorder),type 2,0
368521000119107,Disorder of nerve co-occurrent and due to type 1 diabetes mellitus (disorder),type 1,0
368541000119101,Cheiropathy due to type 1 diabetes mellitus,type 1,0
368551000119104,Dyslipidemia due to type 1 diabetes mellitus (disorder),type 1,0
368561000119102,Hyperosmolarity due to type 1 diabetes mellitus (disorder),type 1,1
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),type 2,0
368591000119109,Cheiropathy due to type 2 diabetes mellitus (disorder),type 2,0
37051000000109,Diabetic diet - good compliance,unspecified,0
37061000000107,Diabetic diet - good compliance,unspecified,0
37071000000100,Diabetic diet - poor compliance,unspecified,0
37081000000103,Diabetic diet - poor compliance,unspecified,0
371054002,Type I diabetes mellitus with complication (disorder),type 1,0
371055001,Type I diabetes mellitus with ketoacidosis (disorder),type 1,0
371056000,Type II diabetes mellitus with complication (disorder),type 2,0
371086007,Diabetes mellitus with skin ulcer (disorder),unspecified,0
371087003,Diabetic foot ulcer (disorder),unspecified,0
371781000000108,Eligible for diabetic retinopathy screening (finding),unspecified,0
371791000000105,Eligible for diabetic retinopathy screening ,unspecified,0
371801000000109,Eligible for diabetic retinopathy screening ,unspecified,0
371811000000106,Ineligible for diabetic retinopathy screening (finding),unspecified,0
371841000000107,Eligibility temporarily inactive for diabetic retinopathy screening (finding),unspecified,0
371871000000101,Eligibility permanently inactive for diabetic retinopathy screening (finding),unspecified,0
372069003,Diabetes mellitus with complication (disorder),unspecified,0
373031000000105,Diabetic retinopathy screening administrative status (finding),unspecified,0
373041000000101,Impaired vision due to diabetic retinopathy (finding),unspecified,0
373245004,Antidiabetic agent (substance),unspecified,0
37398008,Diabetic urine,unspecified,0
374601000000107,Excluded from diabetic retinopathy screening as moved away (finding),unspecified,0
374611000000109,Excluded from screening - moved away - diabetic retinopathy screening administration ,unspecified,0
374621000000103,Excluded from screening - moved away - diabetic retinopathy screening administration ,unspecified,0
374631000000101,Excluded from diabetic retinopathy screening as deceased (finding),unspecified,0
374641000000105,Excluded from screening - deceased - diabetic retinopathy screening administration ,unspecified,0
374651000000108,Excluded from screening - deceased - diabetic retinopathy screening administration ,unspecified,0
374661000000106,Excluded from diabetic retinopathy screening as under care of ophthalmologist (finding),unspecified,0
374671000000104,Excluded from screening - under ophthalmic care - diabetic retinopathy screening administration ,unspecified,0
374681000000102,Excluded from screening - under ophthalmic care - diabetic retinopathy screening administration ,unspecified,0
374691000000100,Excluded from diabetic retinopathy screening as blind (finding),unspecified,0
374701000000100,Excluded from screening - blind - screening contraindicated - diabetic retinopathy screening administration ,unspecified,0
374711000000103,Excluded from screening - blind - screening contraindicated - diabetic retinopathy screening administration ,unspecified,0
374731000000106,Excluded from screening - no longer categorised as diabetic  - diabetic retinopathy screening administration ,unspecified,0
374741000000102,Excluded from screening - no longer categorised as diabetic  - diabetic retinopathy screening administration ,unspecified,0
374751000000104,Declined diabetic retinopathy screening (finding),unspecified,0
374761000000101,Excluded from screening - declined - diabetic retinopathy screening administration ,unspecified,0
374771000000108,Excluded from screening - declined - diabetic retinopathy screening administration ,unspecified,0
374781000000105,Excluded from diabetic retinopathy screening as no current contact details (finding),unspecified,0
374791000000107,Excluded from screening - no current contact details - diabetic retinopathy screening administration ,unspecified,0
374801000000106,Excluded from screening - no current contact details - diabetic retinopathy screening administration ,unspecified,0
374811000000108,Excluded from diabetic retinopathy screening as terminal illness (finding),unspecified,0
374821000000102,Excluded from screening - terminal illness - diabetic retinopathy screening administration ,unspecified,0
374831000000100,Excluded from screening - terminal illness - diabetic retinopathy screening administration ,unspecified,0
374841000000109,Excluded from diabetic retinopathy screening as learning disability (finding),unspecified,0
374851000000107,Excluded from screening - learning or mental disability - diabetic retinopathy screening administration ,unspecified,0
374861000000105,Excluded from screening - learning or mental disability - diabetic retinopathy screening administration ,unspecified,0
374871000000103,Excluded from diabetic retinopathy screening as physical disorder (finding),unspecified,0
374881000000101,Excluded from screening - physical disability - diabetic retinopathy screening administration ,unspecified,0
374891000000104,Excluded from screening - physical disability - diabetic retinopathy screening administration ,unspecified,0
374901000000103,Excluded from diabetic retinopathy screening (finding),unspecified,0
376001000000105,Diabetic femoral mononeuropathy (disorder),unspecified,0
376191000000104,Diabetic amyotrophy (disorder),unspecified,0
38046004,Diffuse type diabetic glomerulosclerosis,unspecified,0
38205001,Diarrhea in diabetes,unspecified,0
384953001,Antidiabetic preparation (product),unspecified,0
385041000000108,Diabetes mellitus with multiple complications,unspecified,1
385051000000106,Pre-existing diabetes mellitus,unspecified,0
385803003,Diabetic care assessment (regime/therapy),unspecified,0
385804009,Diabetic care (regime/therapy),unspecified,0
385805005,Diabetic care education (regime/therapy),unspecified,0
385806006,Diabetic care management (procedure),unspecified,0
386411000000107,[X]Insulin and oral hypoglycaemic [antidiabetic] drugs causing adverse effects in therapeutic use (disorder),unspecified,0
389375007,O/E - no right diabetic retinopathy,unspecified,0
389376008,O/E - no left diabetic retinopathy,unspecified,0
389377004,O/E - diabetic maculopathy present both eyes,unspecified,0
389378009,O/E - diabetic maculopathy absent both eyes,unspecified,0
389840003,Diabetic on insulin and oral treatment,unspecified,0
389935005,Refer to diabetic foot screener,unspecified,0
389954005,Seen by diabetologist,unspecified,0
389957003,DNA - Did not attend diabetic clinic,unspecified,0
390106008,O/E - no right diabetic retinopathy,unspecified,0
390107004,O/E - no left diabetic retinopathy,unspecified,0
390108009,O/E - diabetic maculopathy present both eyes,unspecified,0
390109001,O/E - diabetic maculopathy absent both eyes,unspecified,0
390572003,Diabetic on insulin and oral treatment,unspecified,0
39058009,Diabetic amyotrophy,unspecified,0
390669000,Refer to diabetic foot screener,unspecified,0
390688007,Seen by diabetologist,unspecified,0
390691007,DNA - Did not attend diabetic clinic,unspecified,0
390718008,Non proliferative diabetic retinopathy,unspecified,0
390719000,Proliferative diabetic retinopathy - high risk -RETIRED-,unspecified,0
390720006,High risk non proliferative diabetic retinopathy,unspecified,0
390834004,Non proliferative diabetic retinopathy (disorder),unspecified,0
390842003,Seen by diabetologist (finding),unspecified,0
390850007,O/E - no right diabetic retinopathy (context-dependent category),unspecified,0
390853009,O/E - no left diabetic retinopathy (context-dependent category),unspecified,0
390854003,O/E - diabetic maculopathy present both eyes (context-dependent category),unspecified,0
390855002,O/E - diabetic maculopathy absent both eyes (context-dependent category),unspecified,0
390890005,Refer to diabetic foot screener (procedure),unspecified,0
390922008,DNA - Did not attend diabetic clinic (finding),unspecified,0
391178000,High risk non proliferative diabetic retinopathy (disorder),unspecified,0
39127005,Symmetric diabetic proximal motor neuropathy,unspecified,0
39181008,Diabetic radiculopathy,unspecified,0
392794004,O/E - Right diabetic foot at low risk,unspecified,0
392795003,O/E - Right diabetic foot at moderate risk,unspecified,0
392796002,O/E - Right diabetic foot at high risk,unspecified,0
392797006,O/E - Right diabetic foot - ulcerated,unspecified,0
392798001,O/E - Left diabetic foot at low risk,unspecified,0
392799009,O/E - Left diabetic foot at moderate risk,unspecified,0
392800008,O/E - Left diabetic foot at high risk,unspecified,0
392801007,O/E - Left diabetic foot - ulcerated,unspecified,0
393026005,Diabetic foot risk assessment,unspecified,0
393052004,Diabetic pre-pregnancy counselling,unspecified,0
393084006,Diabetes medication review,unspecified,0
393748007,O/E - Right diabetic foot at low risk,unspecified,0
393749004,O/E - Right diabetic foot at moderate risk,unspecified,0
393750004,O/E - Right diabetic foot at high risk,unspecified,0
393751000,O/E - Right diabetic foot - ulcerated,unspecified,0
393752007,O/E - Left diabetic foot at low risk,unspecified,0
393753002,O/E - Left diabetic foot at moderate risk,unspecified,0
393754008,O/E - Left diabetic foot at high risk,unspecified,0
393755009,O/E - Left diabetic foot - ulcerated,unspecified,0
393982007,Diabetic foot risk assessment,unspecified,0
394008003,Diabetic pre-pregnancy counselling,unspecified,0
394035007,Diabetes medication review,unspecified,0
394511005,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,type 2,0
394671009,O/E - Right diabetic foot at low risk (context-dependent category),unspecified,0
394672002,O/E - Right diabetic foot at high risk (context-dependent category),unspecified,0
394673007,O/E - Right diabetic foot - ulcerated (context-dependent category),unspecified,0
394674001,O/E - Left diabetic foot - ulcerated (context-dependent category),unspecified,0
394675000,O/E - Left diabetic foot at low risk (context-dependent category),unspecified,0
394676004,O/E - Left diabetic foot at high risk (context-dependent category),unspecified,0
394681008,O/E - Left diabetic foot at moderate risk (context-dependent category),unspecified,0
394682001,O/E - Right diabetic foot at moderate risk (context-dependent category),unspecified,0
394683006,Diabetic foot risk assessment (regime/therapy),unspecified,0
394684000,Diabetic pre-pregnancy counselling (regime/therapy),unspecified,0
394725008,Diabetes medication review (procedure),unspecified,0
395204000,Hyperosmolar non-ketotic state in type 2 diabetes mellitus (disorder),type 2,1
395601002,Seen by diabetic liaison nurse,unspecified,0
395646001,Seen by diabetic liaison nurse,unspecified,0
397201000000107,[X]Unspecified diabetes mellitus with renal complications (disorder),unspecified,0
398773005,Health education - diabetes self-monitoring (regime/therapy),unspecified,0
398819009,Diabetic foot at risk (context-dependent category),unspecified,0
398871001,Diabetic monitoring - injection sites abnormal (finding),unspecified,0
398985007,Diabetic monitoring - injection sites normal (finding),unspecified,0
399862001,Proliferative diabetic retinopathy - high risk with no macular edema (disorder),unspecified,0
399863006,Very severe nonproliferative diabetic retinopathy with no macular edema (disorder),unspecified,0
399864000,Diabetic macular edema not clinically significant (disorder),unspecified,0
399865004,Very severe proliferative diabetic retinopathy (disorder),unspecified,0
399866003,Diabetic retinal venous beading (disorder),unspecified,0
399868002,Diabetic intraretinal microvascular anomalies (disorder),unspecified,0
399869005,High risk proliferative diabetic retinopathy not amenable to photocoagulation (disorder),unspecified,0
399870006,Non-high-risk proliferative diabetic retinopathy with no macular edema (disorder),unspecified,0
399871005,Visually threatening diabetic retinopathy (disorder),unspecified,0
399872003,Severe nonproliferative diabetic retinopathy with clinically significant macular edema (disorder),unspecified,0
399873008,Severe nonproliferative diabetic retinopathy with no macular edema (disorder),unspecified,0
399874002,Proliferative diabetic retinopathy - high risk with clinically significant macular edema (disorder),unspecified,0
399875001,Non-high-risk proliferative diabetic retinopathy with clinically significant macular edema (disorder),unspecified,0
399876000,Very severe nonproliferative diabetic retinopathy (disorder),unspecified,0
399877009,Very severe nonproliferative diabetic retinopathy with clinically significant macular edema (disorder),unspecified,0
401081006,Diabetic peripheral neuropathy screening (regime/therapy),unspecified,0
401087005,Diabetes mellitus with persistent microalbuminuria (disorder),unspecified,0
401088000,Diabetes mellitus with persistent proteinuria (disorder),unspecified,0
401109007,Type 1 diabetes mellitus with persistent proteinuria (disorder),type 1,0
401110002,Type 1 diabetes mellitus with persistent microalbuminuria (disorder),type 1,1
401111003,Type 2 diabetes mellitus with persistent proteinuria (disorder),type 2,0
401112005,Type 2 diabetes mellitus with persistent microalbuminuria (disorder),type 2,0
401191002,Diabetic foot examination (regime/therapy),unspecified,0
402864004,Diabetic wet gangrene of the foot (disorder),unspecified,0
405096004,Diabetes self-management behavior (observable entity),unspecified,0
405124006,Knowledge level: diabetes management (observable entity),unspecified,0
405749004,Newly diagnosed diabetes (finding),unspecified,0
405751000,Diabetes type (observable entity),unspecified,0
40601000000101,Diabetic foot examination,unspecified,0
407569005,Patient on maximal tolerated therapy for diabetes (finding),unspecified,0
407584001,Health education - diabetes (regime/therapy),unspecified,0
407672007,Seen in diabetic foot clinic (finding),unspecified,0
408287009,Type 1 diabetes mellitus with exudative maculopathy (disorder),type 1,0
408290003,Diabetes key contact (occupation),unspecified,0
408384004,Diabetic retinopathy 12 month review (finding),unspecified,0
408385003,Diabetic retinopathy 6 month review (finding),unspecified,0
408391001,Under care of diabetologist (finding),unspecified,0
408392008,Under care of diabetes specialist nurse (finding),unspecified,0
408394009,Under care of diabetic foot screener (finding),unspecified,0
408396006,Diabetic retinopathy screening not indicated (context-dependent category),unspecified,0
408397002,Diabetic foot examination not indicated (context-dependent category),unspecified,0
408405001,Patient held diabetic record issued (administrative concept),unspecified,0
408409007,O/E - right eye background diabetic retinopathy (context-dependent category),unspecified,0
408410002,O/E - left eye background diabetic retinopathy (context-dependent category),unspecified,0
408411003,O/E - right eye preproliferative diabetic retinopathy (context-dependent category),unspecified,0
408412005,O/E - left eye preproliferative diabetic retinopathy (context-dependent category),unspecified,0
408413000,O/E - right eye proliferative diabetic retinopathy (context-dependent category),unspecified,0
408414006,O/E - left eye proliferative diabetic retinopathy (context-dependent category),unspecified,0
408415007,O/E - right eye diabetic maculopathy (context-dependent category),unspecified,0
408416008,O/E - left eye diabetic maculopathy (context-dependent category),unspecified,0
408417004,Type 2 diabetes mellitus with exudative maculopathy (disorder),type 2,0
408475000,Diabetic medicine (qualifier value),unspecified,0
408542006,Diabetes mellitus due to insulin receptor antibodies (disorder),unspecified,0
408544007,Drug-induced diabetes mellitus (disorder),unspecified,0
408545008,Fibrocalculous pancreatic diabetes (disorder),unspecified,0
408660003,Type II diabetes mellitus with ketoacidosis (disorder),type 2,0
408733002,Diabetic Retinopathy Study field (body structure),unspecified,0
408734008,Diabetic Retinopathy Study field 1 (body structure),unspecified,0
410434001,Diabetic Retinopathy Study field 2 (body structure),unspecified,0
410435000,Diabetic Retinopathy Study field 3 (body structure),unspecified,0
410436004,Diabetic Retinopathy Study field 4 (body structure),unspecified,0
410437008,Diabetic Retinopathy Study field 5 (body structure),unspecified,0
410438003,Diabetic Retinopathy Study field 6 (body structure),unspecified,0
410439006,Diabetic Retinopathy Study field 7 (body structure),unspecified,0
410440008,Diabetic Retinopathy Study 7 field stereoscopic fundus photography (procedure),unspecified,0
412752009,Diabetic foot examination declined (context-dependent category),unspecified,0
412777005,Diabetes clinical management plan (qualifier value),unspecified,0
413122001,Diabetic retinopathy screening refused (context-dependent category),unspecified,0
413180006,Pan retinal photocoagulation for diabetes (procedure),unspecified,0
413597006,Attended diabetes structured education programme (finding),unspecified,0
414601000000106,[X]Pre-existing diabetes mellitus unspecified (disorder),unspecified,0
414890007,O/E - left chronic diabetic foot ulcer (context-dependent category),unspecified,0
414894003,O/E - left eye stable treated proliferative diabetic retinopathy (context-dependent category),unspecified,0
414906009,O/E - right chronic diabetic foot ulcer (context-dependent category),unspecified,0
414910007,O/E - right eye stable treated proliferative diabetic retinopathy (context-dependent category),unspecified,0
415042006,Patient diabetes education review (regime/therapy),unspecified,0
415269004,Referral to diabetes preconception counselling clinic (procedure),unspecified,0
415270003,Referral to diabetes structured education programme (procedure),unspecified,0
415744000,Transition of diabetes care options discussed (procedure),unspecified,0
416135000,Patient held diabetic record declined (finding),unspecified,0
416193009,Diabetic record status (finding),unspecified,0
416554009,Seen in community diabetes specialist clinic (finding),unspecified,0
416672007,Patient offered diabetes structured education programme (regime/therapy),unspecified,0
416696002,Seen in community diabetic specialist nurse clinic (finding),unspecified,0
416751000000107,Diabetes Type I (insulin dependent) associated with renal failure - European Dialysis and Transplant Association (disorder),type 1,0
417256004,Diabetic retinopathy screening offered (finding),unspecified,0
417317008,Diabetes care plan agreed (procedure),unspecified,0
417467000,Discharged from care of diabetes specialist nurse (finding),unspecified,0
417566006,Seen in diabetic nurse consultant clinic (finding),unspecified,0
417677008,O/E - sight threatening diabetic retinopathy (context-dependent category),unspecified,0
417681008,Diabetic patient unsuitable for digital retinal photography (finding),unspecified,0
419100001,Infection of foot associated with diabetes (disorder),unspecified,0
41911000119107,Glaucoma due to type 2 diabetes mellitus (disorder),type 2,0
420270002,Ketoacidosis in type I diabetes mellitus (disorder),type 1,1
420279001,Renal disorder associated with type II diabetes mellitus (disorder),type 2,1
420414003,Multiple complications of type II diabetes mellitus (disorder),type 2,0
420422005,Ketoacidosis in diabetes mellitus (disorder),unspecified,0
420436000,Mononeuropathy associated with type II diabetes mellitus (disorder),type 2,1
420486006,Exudative maculopathy associated with type I diabetes mellitus (disorder),type 1,1
420514000,Persistent proteinuria associated with type I diabetes mellitus (disorder),type 1,1
420662003,Coma associated with diabetes mellitus (disorder),unspecified,0
420715001,Persistent microalbuminuria associated with type II diabetes mellitus (disorder),type 2,1
420756003,Diabetic cataract associated with type II diabetes mellitus (disorder),type 2,1
420789003,Diabetic retinopathy associated with type I diabetes mellitus (disorder),type 1,1
420825003,Gangrene associated with type I diabetes mellitus (disorder),type 1,1
420868002,Disorder associated with type I diabetes mellitus (disorder),type 1,1
420918009,Mononeuropathy associated with type I diabetes mellitus (disorder),type 1,1
421075007,Ketoacidotic coma in type I diabetes mellitus (disorder),type 1,1
421164006,Hypoglycemic coma in type II diabetes mellitus (disorder),type 2,0
421165007,Diabetic oculopathy associated with type I diabetes mellitus (disorder),type 1,1
421305000,Persistent microalbuminuria associated with type I diabetes mellitus (disorder),type 1,1
421326000,Neurologic disorder associated with type II diabetes mellitus (disorder),type 2,1
421365002,Peripheral circulatory disorder associated with type I diabetes mellitus (disorder),type 1,1
421437000,Hypoglycemic coma in type I diabetes mellitus (disorder),type 1,1
421468001,Neurological disorder associated with type I diabetes mellitus (disorder),type 1,1
421631007,Gangrene associated with type II diabetes mellitus (disorder),type 2,1
421707005,Polyneuropathy associated with type II diabetes mellitus (disorder),type 2,0
421725003,Hypoglycemic coma in diabetes mellitus (disorder),unspecified,0
421750000,Ketoacidosis in type II diabetes mellitus (disorder),type 2,1
421779007,Exudative maculopathy associated with type II diabetes mellitus (disorder),type 2,1
421847006,Ketoacidotic coma in type II diabetes mellitus (disorder),type 2,1
421893009,Renal disorder associated with type I diabetes mellitus (disorder),type 1,1
421895002,Peripheral circulatory disorder associated with diabetes mellitus (disorder),unspecified,0
421920002,Diabetic cataract associated with type I diabetes mellitus (disorder),type 1,1
421966007,Non-ketotic non-hyperosmolar coma associated with diabetes mellitus (disorder),unspecified,0
421986006,Persistent proteinuria associated with type II diabetes mellitus (disorder),type 2,1
422014003,Disorder associated with type II diabetes melliltus (disorder),type 2,1
422034002,Diabetic retinopathy associated with type II diabetes mellitus (disorder),type 2,1
422088007,Neurologic disorder associated with diabetes mellitus (disorder),unspecified,0
422099009,Diabetic oculopathy associated with type II diabetes mellitus (disorder),type 2,1
422126006,Hyperosmolar coma associated with diabetes mellitus (disorder),unspecified,0
422166005,Peripheral circulatory disorder associated with type II diabetes mellitus (disorder),type 2,0
422183001,Skin ulcer associated with diabetes mellitus (disorder),unspecified,0
422228004,Multiple complications of type I diabetes mellitus (disorder),type 1,1
422275004,Gangrene associated with diabetes mellitus (disorder),unspecified,0
422297002,Polyneuropathy associated with type I diabetes mellitus (disorder),type 1,0
423263001,Diabetic autonomic neuropathy associated with type 2 diabetes mellitus (disorder),type 2,0
424736006,Diabetic peripheral neuropathy (disorder),unspecified,0
424989000,Diabetic gastroparesis associated with type 2 diabetes mellitus (disorder),type 2,0
425159004,Diabetic gastroparesis associated with type 1 diabetes mellitus (disorder),type 1,0
425442003,Diabetic autonomic neuropathy associated with type 1 diabetes mellitus (disorder),type 1,0
425455002,Diabetic glomerulonephritis (disorder),unspecified,0
425911000000109,[X]Glomerular disorders in diabetes mellitus (disorder),unspecified,0
426875007,Latent autoimmune diabetes mellitus in adult (disorder),unspecified,1
426907004,Small vessel disease due to type 1 diabetes mellitus (disorder),type 1,0
427027005,Amyotrophy due to type 2 diabetes mellitus (disorder),type 2,0
427134009,Small vessel disease due to type 2 diabetes mellitus (disorder),type 2,0
427571000,Amyotrophy due to type 1 diabetes mellitus (disorder),type 1,0
427943001,Diabetic ophthalmoplegia (disorder),unspecified,0
428007007,Erectile dysfunction associated with type 2 diabetes mellitus (disorder),type 2,0
428274007,Dietary education for type II diabetes mellitus (procedure),type 2,0
428896009,Hyperosmolality due to uncontrolled type 1 diabetes mellitus (disorder),type 1,0
429094000,Dietary education for type I diabetes mellitus (procedure),type 1,0
42911000000106,Diabetic foot examination,unspecified,0
42954008,Diabetes mellitus associated with receptor abnormality,unspecified,0
429729007,Diabetic education completed (situation),unspecified,0
430400006,Adverse reaction to antidiabetic drug (disorder),unspecified,0
433874008,History of diabetic peripheral angiopathy (situation),unspecified,0
43521000000100,Type I diabetes mellitus,type 1,0
43531000000103,Type I diabetes mellitus with renal complications,type 1,0
43541000000107,Type I diabetes mellitus with ophthalmic complications,type 1,0
43551000000105,Type I diabetes mellitus with neurological complications,type 1,0
43561000000108,Type I diabetes mellitus with multiple complications,type 1,0
43571000000101,Unstable type I diabetes mellitus,type 1,0
43581000000104,Type I diabetes mellitus with ulcer,type 1,0
43591000000102,Type I diabetes mellitus with gangrene,type 1,0
43601000000108,Type I diabetes mellitus with retinopathy,type 1,0
43611000000105,Type I diabetes mellitus - poor control,type 1,0
43621000000104,Type I diabetes mellitus maturity onset,type 1,0
43631000000102,Type I diabetes mellitus without complication,type 1,0
43641000000106,Type I diabetes mellitus with mononeuropathy,type 1,0
43651000000109,Type I diabetes mellitus with polyneuropathy,type 1,0
43661000000107,Type I diabetes mellitus with nephropathy,type 1,0
43671000000100,Type I diabetes mellitus with hypoglycaemic coma,type 1,0
43681000000103,Type I diabetes mellitus with diabetic cataract,type 1,0
43691000000101,Type I diabetes mellitus with peripheral angiopathy,type 1,0
43701000000101,Type I diabetes mellitus with arthropathy,type 1,0
43711000000104,Type I diabetes mellitus with neuropathic arthropathy,type 1,0
43721000000105,Type II diabetes mellitus,type 2,0
43731000000107,Type II diabetes mellitus with renal complications,type 2,0
43741000000103,Type II diabetes mellitus with ophthalmic complications,type 2,0
43751000000100,Type II diabetes mellitus with neurological complications,type 2,0
43761000000102,Type II diabetes mellitus with multiple complications,type 2,0
